Utility Characteristics,,,,,,,,,RESIDENTIAL,,,COMMERCIAL,,,INDUSTRIAL,,,TRANSPORTATION,,,TOTAL,,
,,,,,,,,,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers
2023,20401,West River Electric Assn Inc,A,Bundled,O,SD,Cooperative,SWPP,26317,196349,18130,12545,98526,2108,3472,33802,22,.,.,.,42334,328677,20260
2023,20413,Mountrail-Williams Elec Coop,A,Bundled,O,ND,Cooperative,SWPP,14113,196541,11383,91151.3,1467340,2704,311851.6,4007662,4862,0,0,0,417115.9,5671543,18949
2023,20434,City of Westby,A,Bundled,O,WI,Municipal,MISO,993.4,8366,1033,1742.7,15904,218,0,0,0,0,0,0,2736.1,24270,1251
2023,20472,"Wharton County Elec Coop, Inc",A,Bundled,O,TX,Cooperative,ERCO,9852,74570,5515,7330,59580,1057,8482,102559,15,.,.,.,25664,236709,6587
2023,20476,Western Coop Electric Assn Inc,A,Bundled,O,KS,Cooperative,SWPP,8786,60570,5807,25054.1,262188,5829,1492.3,11182,482,.,.,.,35332.4,333940,12118
2023,20477,City of Westerville - (OH),A,Bundled,O,OH,Municipal,PJM,20612,158389,15711,24643,220565,2216,6607,68127,15,0,0,0,51862,447081,17942
2023,20481,City of Westfield - (MA),A,Bundled,O,MA,Municipal,ISNE,23151,127003,16207,19738,100000,2039,20593,120405,65,.,.,.,63482,347408,18311
2023,20510,"Wheatland Electric Coop, Inc",A,Bundled,O,CO,Cooperative,SWPP,24.5,161,28,124.5,854,28,.,.,.,.,.,.,149,1015,56
2023,20510,"Wheatland Electric Coop, Inc",A,Bundled,O,KS,Cooperative,SWPP,25528,207857,20157,49207,491352,10988,6408,66267,1266,.,.,.,81143,765476,32411
2023,20521,Wheeling Power Co,A,Bundled,O,WV,Investor Owned,PJM,60132,360996,34561,43943,372240,6406,272050,4071942,433,0,0,0,376125,4805178,41400
2023,20574,White River Valley El Coop Inc,A,Bundled,O,MO,Cooperative,AECI,64259,480520,38929,28744,243496,8520,5211,57188,9,.,.,.,98214,781204,47458
2023,20576,"White River Electric Assn, Inc",A,Bundled,O,CO,Cooperative,WACM,3141.4,21657,2634,3590.8,29778,757,43447.5,508603,93,.,.,.,50179.7,560038,3484
2023,20583,Whitehall Electric Utility,A,Bundled,O,WI,Municipal,MISO,802.4,6393,781,1934.6,19889,189,598.9,5962,1,0,0,0,3335.9,32244,971
2023,20603,Northeastern Rural E M C,A,Bundled,O,IN,Cooperative,PJM,51421.3,350188,29902,22550.9,182972,2033,47059.8,1263054,7,.,.,.,121032,1796214,31942
2023,20639,"Wild Rice Electric Coop, Inc",A,Bundled,O,MN,Cooperative,MISO,28557,205855,13848,6041,52589,819,1009,12333,3,.,.,.,35607,270777,14670
2023,20659,"WGL Energy Services, Inc.",B,Energy,O,DC,Retail Power Marketer,PJM,3810,27093,3640,125688,1079332,2241,0,0,0,0,0,0,129498,1106425,5881
2023,20659,"WGL Energy Services, Inc.",B,Energy,O,DE,Retail Power Marketer,PJM,2106,17893,1991,46426,615033,3302,0,0,0,0,0,0,48532,632926,5293
2023,20659,"WGL Energy Services, Inc.",B,Energy,O,MD,Retail Power Marketer,PJM,36770,278427,29132,422924,5317117,14805,0,0,0,18121,218970,2,477815,5814514,43939
2023,20659,"WGL Energy Services, Inc.",B,Energy,O,OH,Retail Power Marketer,PJM,0,0,0,41546,841868,2562,0,0,0,0,0,0,41546,841868,2562
2023,20659,"WGL Energy Services, Inc.",B,Energy,O,PA,Retail Power Marketer,PJM,6650,70345,8225,276781,4116170,18329,0,0,0,0,0,0,283431,4186515,26554
2023,20737,Willmar Municipal Utilities,A,Bundled,O,MN,Municipal,MISO,8135,69564,8658,10837,101179,1489,8421,96450,17,.,.,.,27393,267193,10164
2023,20785,City of Wilson - (NC),A,Bundled,O,NC,Municipal,CPLE,46732.7,403478,31530,34744.8,307274,4624,35270,457829,45,0,0,0,116747.5,1168581,36199
2023,20793,City of Winchester - (TN),A,Bundled,O,TN,Municipal,TVA,7871,66991,5232,8603,73145,1534,2849,30328,4,0,0,0,19323,170464,6770
2023,20813,City of Winfield - (KS),A,Bundled,O,KS,Municipal,SWPP,8484.2,59805,6303,8372.2,72114,1263,6990,103814,23,.,.,.,23846.4,235733,7589
2023,20841,"Wiregrass Electric Coop, Inc",A,Bundled,O,AL,Cooperative,SOCO,47139,313965,21767,12072,81472,4763,.,.,.,.,.,.,59211,395437,26530
2023,20845,Wolverine Power Marketing Coop,B,Energy,O,MI,Cooperative,MISO,0,0,0,13157,180021,7,83451.5,1369777,14,0,0,0,96608.5,1549798,21
2023,20847,Wisconsin Electric Power Co,A,Bundled,O,WI,Investor Owned,MISO,1477327.5,7790977,1038810,1195283.8,8651694,119872,614151.4,6475083,616,196,1139,2,3286958.7,22918893,1159300
2023,20856,Wisconsin Power & Light Co,A,Bundled,O,WI,Investor Owned,MISO,579319,3589536,433061,307333,2367129,62880,467211,5100357,1059,0,0,0,1353863,11057022,497000
2023,20860,Wisconsin Public Service Corp,A,Bundled,O,WI,Investor Owned,MISO,489246.5,2952094,407404,467090.7,4034689,55532,282486.6,3830465,193,0,0,0,1238823.8,10817248,463129
2023,20862,Wisconsin Rapids W W & L Comm,A,Bundled,O,WI,Municipal,MISO,12190,96064,12402,13227,112760,2122,3994,45144,6,.,.,.,29411,253968,14530
2023,20885,Withlacoochee River Elec Coop,A,Bundled,O,FL,Cooperative,SEC,395782,3213590,222873,51368,403035,27173,78857,920217,1685,0,0,0,526007,4536842,251731
2023,20927,"Wood County Electric Coop, Inc",A,Bundled,O,TX,Cooperative,SWPP,62304.2,464640,35280,27144.7,287853,5491,.,.,.,.,.,.,89448.9,752493,40771
2023,20948,Wise Electric Coop Inc,A,Bundled,O,TX,Cooperative,ERCO,53965,358923,19661,41222,395941,6493,.,.,.,.,.,.,95187,754864,26154
2023,20963,Woodruff Electric Coop Corp,A,Bundled,O,AR,Cooperative,MISO,18668,163577,12105,12570,132643,1530,17330.4,112208,6390,.,.,.,48568.4,408428,20025
2023,20996,Wright-Hennepin Coop Elec Assn,A,Bundled,O,MN,Cooperative,MISO,83132.7,608744,52381,30593.1,277644,3800,5125.5,50956,108,0,0,0,118851.3,937344,56289
2023,20997,Yellowstone Valley Elec Co-op,A,Bundled,O,MT,Cooperative,WAUW,29355,234039,20792,8895,71771,1788,945,7725,246,.,.,.,39195,313535,22826
2023,21002,York Electric Coop Inc,A,Bundled,O,NC,Cooperative,DUK,26,212,14,15,130,2,.,.,.,.,.,.,41,342,16
2023,21002,York Electric Coop Inc,A,Bundled,O,SC,Cooperative,DUK,100218,800162,64110,29461,248388,4996,6947,70798,28,.,.,.,136626,1119348,69134
2023,21013,City of Worthington - (MN),A,Bundled,O,MN,Municipal,MISO,4082.5,36238,4654,6213.9,64120,870,9293.6,122705,7,.,.,.,19590,223063,5531
2023,21048,Wyandotte Municipal Serv Comm,A,Bundled,O,MI,Municipal,MISO,11530.3,74316,11675,8447,67053,1098,10225.9,125795,2,.,.,.,30203.2,267164,12775
2023,21075,Y-W Electric Assn Inc,A,Bundled,O,CO,Cooperative,WACM,7100,46220,4881,15306,148881,1631,21127,145476,2303,.,.,.,43533,340577,8815
2023,21075,Y-W Electric Assn Inc,A,Bundled,O,NE,Cooperative,WACM,.,.,.,.,.,.,714,4250,72,.,.,.,714,4250,72
2023,21081,Yampa Valley Electric Assn Inc,A,Bundled,O,CO,Cooperative,PSCO,39285.4,247066,23012,16804.1,130935,4470,12994.9,166103,96,0,0,0,69084.4,544104,27578
2023,21081,Yampa Valley Electric Assn Inc,A,Bundled,O,WY,Cooperative,PSCO,920.3,5528,559,587.2,4393,185,0,0,0,0,0,0,1507.5,9921,744
2023,21093,3 Phases Renewables Inc,B,Energy,O,CA,Retail Power Marketer,CISO,47,361,60,21913,469935,665,3704,52927,63,0,0,0,25664,523223,788
2023,21111,Perennial Public Power Dist,A,Bundled,O,NE,Political Subdivision,SWPP,7498,77485,4119,2772,28741,1105,21409,276625,2434,.,.,.,31679,382851,7658
2023,21114,Yazoo Valley Elec Power Assn,A,Bundled,O,MS,Cooperative,MISO,19064,120450,9497,5657,35075,966,28930,411260,8,.,.,.,53651,566785,10471
2023,21158,City of Zeeland - (MI),A,Bundled,O,MI,Municipal,MISO,4795.2,46020,5963,5153.7,52119,876,26910.2,328888,115,.,.,.,36859.1,427027,6954
2023,21244,"Southside Electric Coop, Inc",A,Bundled,O,VA,Cooperative,PJM,109796.3,730980,56366,13817.9,112296,2450,6777,69413,18,.,.,.,130391.2,912689,58834
2023,21513,"Fergus Electric Coop, Inc",A,Bundled,O,MT,Cooperative,WAUW,10163,65454,6480,18090,202561,265,566,3749,166,.,.,.,28819,271764,6911
2023,21538,"Mohave Electric Cooperative, Inc.",A,Bundled,O,AZ,Cooperative,WALC,57964.8,456200,39953,24828.5,203748,4450,12577.1,115960,25,0,0,0,95370.4,775908,44428
2023,21567,"Washington-St Tammany E C, Inc",A,Bundled,O,LA,Cooperative,MISO,86493.7,803655,50577,22912.3,222167,4442,309.5,1980,1,.,.,.,109715.5,1027802,55020
2023,21632,EnergyUnited Elec Member Corp,A,Bundled,O,NC,Cooperative,DUK,191596,1631735,119263,62109,627434,19782,23726,396446,34,.,.,.,277431,2655615,139079
2023,22053,Kentucky Power Co,A,Bundled,O,KY,Investor Owned,PJM,249071,1755606,131090,163700,1352741,30652,152755,2059998,1001,0,0,0,565526,5168345,162743
2023,22500,"Evergy Kansas Central, Inc",A,Bundled,O,KS,Investor Owned,SWPP,451224.6,3447298,340314,441281.7,4228893,54263,169246.4,2005320,1154,.,.,.,1061752.7,9681511,395731
2023,22690,Roosevelt County Elec Coop Inc,A,Bundled,O,NM,Cooperative,SWPP,5956,48836,3904,1357,8676,658,11749,96430,1556,0,0,0,19062,153942,6118
2023,22814,Raft Rural Elec Coop Inc,A,Bundled,O,ID,Cooperative,BPAT,2320,25923,1373,3948,73403,409,6970,125730,955,0,0,0,13238,225056,2737
2023,22814,Raft Rural Elec Coop Inc,A,Bundled,O,NV,Cooperative,BPAT,1736,17490,1539,1905,28747,267,214,3277,51,0,0,0,3855,49514,1857
2023,22814,Raft Rural Elec Coop Inc,A,Bundled,O,UT,Cooperative,BPAT,492,5118,375,192,2698,70,1468,28224,298,0,0,0,2152,36040,743
2023,22815,Delta Electric Power Assn,A,Bundled,O,MS,Cooperative,MISO,32598.4,247088,21135,10615.5,78006,3317,25219.7,192026,4450,.,.,.,68433.6,517120,28902
2023,22822,Clark County Rural E M C - (IN),A,Bundled,O,IN,Cooperative,MISO,54459.5,372465,26448,7976,68465,1324,5885.5,51156,126,.,.,.,68321,492086,27898
2023,24211,Tucson Electric Power Co,A,Bundled,O,AZ,Investor Owned,TEPC,594104.9,3967416,407394,293128.5,1962442,41707,292465.4,3023450,572,60,378,1,1179758.8,8953686,449674
2023,24590,Unitil Energy Systems,A,Bundled,O,NH,Investor Owned,ISNE,127991.4,394132,55907,45448.1,137344,8322,5656.4,33956,27,0,0,0,179095.9,565432,64256
2023,24590,Unitil Energy Systems,C,Delivery,O,NH,Investor Owned,ISNE,9943.8,89841,12155,17764.2,192567,4301,18867.5,284036,140,0,0,0,46575.5,566444,16596
2023,24753,Boone County Rural EMC,A,Bundled,O,IN,Cooperative,MISO,40239,253765,17341,26076,223249,531,.,.,.,.,.,.,66315,477014,17872
2023,24889,Brunswick Electric Member Corp,A,Bundled,O,NC,Cooperative,CPLE,159151.3,1139933,97256,42201.6,380274,11407,.,.,.,.,.,.,201352.9,1520207,108663
2023,24949,Cass County Elec Coop Inc,A,Bundled,O,ND,Cooperative,MISO,76040,636040,50699,53946,514520,6941,22535,214314,581,0,0,0,152521,1364874,58221
2023,25177,Dakota Electric Association,A,Bundled,O,MN,Cooperative,MISO,129238,950193,106752,84916,892384,8204,1636,16485,399,.,.,.,215790,1859062,115355
2023,25295,Western Indiana Energy REMC,A,Bundled,O,IN,Cooperative,MISO,28867.7,209497,14987,14286.1,113622,2335,30559.4,304377,40,.,.,.,73713.2,627496,17362
2023,25866,Ak-Chin Electric Utility Authority,A,Bundled,O,AZ,State,AZPS,570.3,5120,319,2609.9,32735,116,92.3,1801,31,0,0,0,3272.5,39656,466
2023,26510,Liberty Utilities (Granite State Electri,A,Bundled,O,NH,Investor Owned,ISNE,69373.8,225427,29719,32995.7,128468,4236,2585.3,10341,80,0,0,0,104954.8,364236,34035
2023,26510,Liberty Utilities (Granite State Electri,C,Delivery,O,NH,Investor Owned,ISNE,8188.8,67611,9568,22426.4,358716,2767,6668.6,109110,84,0,0,0,37283.8,535437,12419
2023,27000,WAPA-- Western Area Power Administration,A,Bundled,O,AZ,Federal,WALC,0,0,0,2119.9,83316,15,4166.8,218559,5,0,0,0,6286.7,301875,20
2023,27000,WAPA-- Western Area Power Administration,A,Bundled,O,CA,Federal,WALC,0,0,0,84967.2,1302155,46,49590.4,2028492,48,280.1,12665,1,134837.7,3343312,95
2023,27000,WAPA-- Western Area Power Administration,A,Bundled,O,CO,Federal,WACM,0,0,0,1490.8,51355,6,437.8,16774,4,0,0,0,1928.6,68129,10
2023,27000,WAPA-- Western Area Power Administration,A,Bundled,O,KS,Federal,WACM,0,0,0,0,0,0,1.1,424,1,0,0,0,1.1,424,1
2023,27000,WAPA-- Western Area Power Administration,A,Bundled,O,MN,Federal,SWPP,0,0,0,1530.1,56651,4,0,0,0,0,0,0,1530.1,56651,4
2023,27000,WAPA-- Western Area Power Administration,A,Bundled,O,MT,Federal,SWPP,0,0,0,3376.4,125491,8,160.7,27643,8,0,0,0,3537.1,153134,16
2023,27000,WAPA-- Western Area Power Administration,A,Bundled,O,ND,Federal,SWPP,0,0,0,5359.6,193294,15,67.5,5532,6,0,0,0,5427.1,198826,21
2023,27000,WAPA-- Western Area Power Administration,A,Bundled,O,NE,Federal,WACM,0,0,0,4166,153422,12,28.1,3945,2,0,0,0,4194.1,157367,14
2023,27000,WAPA-- Western Area Power Administration,A,Bundled,O,NM,Federal,WALC,0,0,0,2866.7,81554,3,1807.8,68883,1,0,0,0,4674.5,150437,4
2023,27000,WAPA-- Western Area Power Administration,A,Bundled,O,NV,Federal,WALC,0,0,0,508.2,26571,3,0,0,0,0,0,0,508.2,26571,3
2023,27000,WAPA-- Western Area Power Administration,A,Bundled,O,SD,Federal,WACM,0,0,0,9411.3,340541,19,56.4,3876,3,0,0,0,9467.7,344417,22
2023,27000,WAPA-- Western Area Power Administration,A,Bundled,O,UT,Federal,WALC,0,0,0,1180.8,36465,5,61.4,1472,1,0,0,0,1242.2,37937,6
2023,27000,WAPA-- Western Area Power Administration,A,Bundled,O,WY,Federal,WACM,0,0,0,1435.7,29943,2,26.8,8492,3,0,0,0,1462.5,38435,5
2023,27058,"High West Energy, Inc",A,Bundled,O,CO,Cooperative,WACM,1015,6762,672,381,3404,19,14499,131067,355,0,0,0,15895,141233,1046
2023,27058,"High West Energy, Inc",A,Bundled,O,NE,Cooperative,WACM,2760,18989,1751,1018,9028,61,9104.4,73644,1145,0,0,0,12882.4,101661,2957
2023,27058,"High West Energy, Inc",A,Bundled,O,WY,Cooperative,WACM,9716,67527,5546,12009.2,245823,22,18081,165101,1321,.,.,.,39806.2,478451,6889
2023,27222,City of Ripley - (TN),A,Bundled,O,TN,Municipal,TVA,7741,64704,5109,8246,64997,1508,2245,27422,3,0,0,0,18232,157123,6620
2023,27238,"Southwest Electric Coop, Inc",A,Bundled,O,MO,Cooperative,AECI,56149,512466,40727,10404,102873,3264,.,.,.,.,.,.,66553,615339,43991
2023,27369,Taylor Electric Coop Inc - (TX),A,Bundled,O,TX,Cooperative,ERCO,36360.1,229484,17476,11408.6,81049,3211,11559.9,190916,15,.,.,.,59328.6,501449,20702
2023,27599,Carroll-White REMC,A,Bundled,O,IN,Cooperative,MISO,27569,185550,14708,13030,116835,324,8387,97795,1,.,.,.,48986,400180,15033
2023,28541,Clatskanie Peoples Util Dist,A,Bundled,O,OR,Political Subdivision,BPAT,5868.5,75467,3761,1464.4,21658,547,52135.5,890020,6,0,0,0,59468.4,987145,4314
2023,28604,Kerrville Public Utility Board,A,Bundled,O,TX,Municipal,ERCO,23974.3,288925,20070,17534.7,220802,4035,.,.,.,.,.,.,41509,509727,24105
2023,28802,"Talen Energy Marketing, LLC",B,Energy,O,MD,Retail Power Marketer,PJM,0,0,0,0,0,0,74,1099,1,0,0,0,74,1099,1
2023,28802,"Talen Energy Marketing, LLC",B,Energy,O,MT,Retail Power Marketer,NWMT,0,0,0,.,.,.,33594,420664,4,0,0,0,33594,420664,4
2023,28802,"Talen Energy Marketing, LLC",B,Energy,O,NJ,Retail Power Marketer,PJM,0,0,0,0,0,0,29,893,1,0,0,0,29,893,1
2023,28802,"Talen Energy Marketing, LLC",B,Energy,O,PA,Retail Power Marketer,PJM,0,0,0,0,0,0,1575,37587,7,0,0,0,1575,37587,7
2023,28802,"Talen Energy Marketing, LLC",D,Bundled,O,TX,Retail Power Marketer,ERCO,0,0,0,0,0,0,1254,54074,4,0,0,0,1254,54074,4
2023,28978,City of San Marcos - (TX),A,Bundled,O,TX,Municipal,ERCO,28756,256949,22014,38127,392711,3707,240,2605,2,.,.,.,67123,652265,25723
2023,30518,Electrical Dist No3 Pinal County,A,Bundled,O,AZ,Political Subdivision,AZPS,58925.2,427876,28126,27791.5,204067,1911,13570.7,238904,383,.,.,.,100287.4,870847,30420
2023,31833,Okefenoke Rural El Member Corp,A,Bundled,O,FL,Cooperative,SOCO,22874.9,162485,10898,2094.2,15427,576,0,0,0,.,.,.,24969.1,177912,11474
2023,31833,Okefenoke Rural El Member Corp,A,Bundled,O,GA,Cooperative,SOCO,51915.9,361631,27102,7910.7,59815,2194,3056.6,41552,3,.,.,.,62883.2,462998,29299
2023,38084,Great Lakes Energy Coop,A,Bundled,O,MI,Cooperative,MISO,156733.7,885044,120183,28283.5,184244,11245,45290.5,525882,298,.,.,.,230307.7,1595170,131726
2023,40036,Westfield Electric Company,A,Bundled,O,WI,Investor Owned,MISO,898.5,4823,598,678,3663,134,730.5,4115,31,0,0,0,2307,12601,763
2023,40127,Clarke-Washington E M C,A,Bundled,O,AL,Cooperative,SOCO,33495,218574,18703,5486,37930,1789,2758,21511,60,.,.,.,41739,278015,20552
2023,40165,"Dixie Escalante R E A, Inc",A,Bundled,O,AZ,Cooperative,PACE,2864,33466,2712,996.6,12224,353,.,.,.,.,.,.,3860.6,45690,3065
2023,40165,"Dixie Escalante R E A, Inc",A,Bundled,O,UT,Cooperative,PACE,33635,396349,25130,14989,215670,2878,1528,21417,1,.,.,.,50152,633436,28009
2023,40166,"Chickasaw Electric Coop, Inc",A,Bundled,O,TN,Cooperative,TVA,34033,312422,19207,17296,153399,3459,3186,46224,4,0,0,0,54515,512045,22670
2023,40167,"Somerset Rural Elec Coop, Inc",A,Bundled,O,PA,Cooperative,PJM,16903,125027,12311,6362,53539,1571,1681,16808,3,.,.,.,24946,195374,13885
2023,40212,Colquitt Electric Membership Corp,A,Bundled,O,GA,Cooperative,SOCO,112780.7,878512,65288,9540.6,70743,3763,34707.8,327596,3428,.,.,.,157029.1,1276851,72479
2023,40220,Adams Electric Cooperative Inc,A,Bundled,O,PA,Cooperative,PJM,60476,426828,31876,10979,84135,2240,4061,37136,13,.,.,.,75516,548099,34129
2023,40221,"Bedford Rural Elec Coop, Inc",A,Bundled,O,PA,Cooperative,PJM,13894,100111,8823,3767,30764,733,16084,153347,2,.,.,.,33745,284222,9558
2023,40222,Valley Rural Electric Coop Inc,A,Bundled,O,PA,Cooperative,PJM,30607,203949,18518,10022,70572,3974,452,3569,2,.,.,.,41081,278090,22494
2023,40224,"Central Electric Coop, Inc - (PA)",A,Bundled,O,PA,Cooperative,PJM,36039,211397,23609,9202,65691,1976,2466,21819,9,.,.,.,47707,298907,25594
2023,40228,Rappahannock Electric Coop,A,Bundled,O,VA,Cooperative,PJM,334348,2257969,164828,53802.9,433476,10940,111435,1178486,574,.,.,.,499585.9,3869931,176342
2023,40236,"Forked Deer Electric Coop, Inc",A,Bundled,O,TN,Cooperative,TVA,18029,127679,8363,4953,26920,1763,0,0,0,0,0,0,22982,154599,10126
2023,40289,Claverack Rural Elec Coop Inc,A,Bundled,O,PA,Cooperative,PJM,30407,168453,17004,9124,68963,2072,11604,106116,4,.,.,.,51135,343532,19080
2023,40290,Tri-County Rural Elec Coop Inc (PA),A,Bundled,O,PA,Cooperative,PJM,24960,120121,18165,7536,53616,1157,3570,35426,4,.,.,.,36066,209163,19326
2023,40292,REA Energy Coop Inc,A,Bundled,O,PA,Cooperative,PJM,33329,228872,20923,7958,63597,1872,8659,78276,13,.,.,.,49946,370745,22808
2023,40293,"Northwestern Rural E C A, Inc - (PA)",A,Bundled,O,PA,Cooperative,PJM,28609,200124,18189,6097,45591,1433,681,6555,2,.,.,.,35387,252270,19624
2023,40302,North East Mississippi EPA,A,Bundled,O,MS,Cooperative,TVA,44487,341822,25372,27228,263894,3461,5024,65165,4,0,0,0,76739,670881,28837
2023,40303,Monroe County Elec Power Assn,A,Bundled,O,MS,Cooperative,TVA,19205,155656,10114,6206,43345,1596,0,0,0,0,0,0,25411,199001,11710
2023,40304,Minnesota Valley Coop L&P Assn,A,Bundled,O,MN,Cooperative,MISO,15400,128178,4933,2244,18941,336,6018,70594,40,.,.,.,23662,217713,5309
2023,40364,City of Courtland,A,Bundled,O,AL,Municipal,TVA,800,6923,547,1601,14617,213,0,0,0,0,0,0,2401,21540,760
2023,40437,Emerald People's Utility Dist,A,Bundled,O,OR,Political Subdivision,PACW,32103.5,310768,19583,11287.9,113233,2192,5980.9,77001,728,.,.,.,49372.3,501002,22503
2023,40437,Emerald People's Utility Dist,C,Delivery,O,OR,Political Subdivision,PACW,.,.,.,.,.,.,2341.4,320057,2,.,.,.,2341.4,320057,2
2023,40438,Columbia River Peoples Ut Dist,A,Bundled,O,OR,Political Subdivision,BPAT,21117.6,241406,16122,8288.9,97492,1074,8105.3,155888,30,0,0,0,37511.8,494786,17226
2023,40441,Town of Murphy - (NC),A,Bundled,O,NC,Municipal,TVA,5843,45230,3656,9565,75033,1695,17051,384896,4,0,0,0,32459,505159,5355
2023,40456,PUD No 1 of Whatcom County,A,Bundled,O,WA,Political Subdivision,BPAT,.,.,.,.,.,.,10206,229343,1,.,.,.,10206,229343,1
2023,40606,City of Grand Island - (NE),A,Bundled,O,NE,Municipal,SWPP,23507,226478,22093,20682,205473,4556,23542,294744,95,.,.,.,67731,726695,26744
2023,49730,American PowerNet,B,Energy,O,IL,Retail Power Marketer,PJM,0,0,0,18563,397580,4,0,0,0,0,0,0,18563,397580,4
2023,49730,American PowerNet,B,Energy,O,MD,Retail Power Marketer,PJM,0,0,0,0,0,0,2784,53339,1,0,0,0,2784,53339,1
2023,49730,American PowerNet,B,Energy,O,ME,Retail Power Marketer,ISNE,0,0,0,0,0,0,2638.3,66595,2,0,0,0,2638.3,66595,2
2023,49730,American PowerNet,B,Energy,O,NY,Retail Power Marketer,NYIS,0,0,0,1469.3,23892,1,0,0,0,0,0,0,1469.3,23892,1
2023,49730,American PowerNet,B,Energy,O,OH,Retail Power Marketer,PJM,0,0,0,0,0,0,14447.3,250440,5,0,0,0,14447.3,250440,5
2023,49730,American PowerNet,B,Energy,O,PA,Retail Power Marketer,PJM,0,0,0,29984.2,416785,14,18148.1,255803,7,0,0,0,48132.3,672588,21
2023,49730,American PowerNet,D,Bundled,O,TX,Retail Power Marketer,ERCO,0,0,0,0,0,0,12614.9,172890,2,0,0,0,12614.9,172890,2
2023,49746,The Energy Coop,B,Energy,O,PA,Cooperative,PJM,2613.3,17647,2162,254.6,1744,119,0,0,0,0,0,0,2867.9,19391,2281
2023,49818,"Alliance Power Company, LLC.",D,Bundled,O,TX,Retail Power Marketer,ERCO,9099.4,79724,5134,9094.6,134410,2951,0,0,0,0,0,0,18194,214134,8085
2023,49848,Massachusetts Bay Trans Authority,B,Energy,O,MA,Political Subdivision,ISNE,0,0,0,777.8,2801,66,0,0,0,3718.7,34658,2,4496.5,37459,68
2023,49853,Amigo Energy,D,Bundled,O,TX,Retail Power Marketer,ERCO,281752.4,1902748,136740,30031,288577,6107,0,0,0,0,0,0,311783.4,2191325,142847
2023,49922,U.S. Energy Partners LLC,B,Energy,O,NY,Retail Power Marketer,NYIS,491,4114,660,20757,181756,2412,.,.,.,.,.,.,21248,185870,3072
2023,49952,3000 Energy Corp,D,Bundled,O,TX,Retail Power Marketer,ERCO,3150.2,19254,1570,743.9,6435,116,0,0,0,0,0,0,3894.1,25689,1686
2023,49987,Harvard Dedicated Energy Limit,B,Energy,O,MA,Retail Power Marketer,ISNE,0,0,0,11509.3,194253,1,0,0,0,0,0,0,11509.3,194253,1
2023,49998,City of Berea Municipal Utility,A,Bundled,O,KY,Municipal,LGEE,5099.1,56127,4669,1890.6,21728,582,3002.3,41825,58,0,0,0,9992,119680,5309
2023,50041,"Stream SPE, LTD",D,Bundled,O,TX,Retail Power Marketer,ERCO,406972.9,2640272,177078,45998.2,259674,15461,0,0,0,0,0,0,452971.1,2899946,192539
2023,50046,"Texas Retail Energy, LLC",B,Energy,O,CT,Retail Power Marketer,ISNE,0,0,0,6303.4,48487,47,0,0,0,0,0,0,6303.4,48487,47
2023,50046,"Texas Retail Energy, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,0,0,0,22250.7,305464,111,0,0,0,0,0,0,22250.7,305464,111
2023,50046,"Texas Retail Energy, LLC",B,Energy,O,IL,Retail Power Marketer,MISO,0,0,0,11635.7,203511,79,0,0,0,0,0,0,11635.7,203511,79
2023,50046,"Texas Retail Energy, LLC",B,Energy,O,MA,Retail Power Marketer,ISNE,0,0,0,13177.4,77173,46,0,0,0,0,0,0,13177.4,77173,46
2023,50046,"Texas Retail Energy, LLC",B,Energy,O,MD,Retail Power Marketer,PJM,0,0,0,14636.3,143592,74,0,0,0,0,0,0,14636.3,143592,74
2023,50046,"Texas Retail Energy, LLC",B,Energy,O,ME,Retail Power Marketer,ISNE,0,0,0,10726.1,82668,31,0,0,0,0,0,0,10726.1,82668,31
2023,50046,"Texas Retail Energy, LLC",B,Energy,O,NH,Retail Power Marketer,ISNE,0,0,0,9400.3,75867,44,0,0,0,0,0,0,9400.3,75867,44
2023,50046,"Texas Retail Energy, LLC",B,Energy,O,NJ,Retail Power Marketer,PJM,0,0,0,18481.5,174914,85,0,0,0,0,0,0,18481.5,174914,85
2023,50046,"Texas Retail Energy, LLC",B,Energy,O,NY,Retail Power Marketer,NYIS,0,0,0,27742.1,314479,134,0,0,0,0,0,0,27742.1,314479,134
2023,50046,"Texas Retail Energy, LLC",B,Energy,O,OH,Retail Power Marketer,PJM,0,0,0,36856.5,531427,204,0,0,0,0,0,0,36856.5,531427,204
2023,50046,"Texas Retail Energy, LLC",B,Energy,O,PA,Retail Power Marketer,PJM,0,0,0,51038,534217,209,0,0,0,0,0,0,51038,534217,209
2023,50046,"Texas Retail Energy, LLC",B,Energy,O,VA,Retail Power Marketer,PJM,0,0,0,27455.3,292448,107,0,0,0,0,0,0,27455.3,292448,107
2023,50046,"Texas Retail Energy, LLC",D,Bundled,O,TX,Retail Power Marketer,ERCO,0,0,0,134162.2,1584376,586,0,0,0,0,0,0,134162.2,1584376,586
2023,50153,"APN Starfirst, L.P.",B,Energy,O,OH,Retail Power Marketer,PJM,0,0,0,0,0,0,5398.2,149209,7,0,0,0,5398.2,149209,7
2023,50153,"APN Starfirst, L.P.",B,Energy,O,PA,Retail Power Marketer,PJM,0,0,0,0,0,0,2045.5,40484,3,0,0,0,2045.5,40484,3
